Timestamp,How heavy is Ian's dog? Please enter a number
27/07/2018 09:36:33,10
27/07/2018 09:36:33,10
27/07/2018 09:36:33,9
27/07/2018 09:36:34,10
27/07/2018 09:36:34,12
27/07/2018 09:36:34,8
27/07/2018 09:36:35,13
27/07/2018 09:36:35,20
27/07/2018 09:36:35,11
27/07/2018 09:36:35,15
27/07/2018 09:36:36,13
27/07/2018 09:36:36,13
27/07/2018 09:36:36,17
27/07/2018 09:36:36,24
27/07/2018 09:36:36,25
27/07/2018 09:36:36,8
27/07/2018 09:36:37,12
27/07/2018 09:36:37,13
27/07/2018 09:36:37,12
27/07/2018 09:36:37,20
27/07/2018 09:36:37,10
27/07/2018 09:36:37,20
27/07/2018 09:36:37,6
27/07/2018 09:36:37,5
27/07/2018 09:36:39,7
27/07/2018 09:36:39,10
27/07/2018 09:36:39,12
27/07/2018 09:36:39,6
27/07/2018 09:36:40,12
27/07/2018 09:36:40,16
27/07/2018 09:36:40,4
27/07/2018 09:36:40,11
27/07/2018 09:36:40,20
27/07/2018 09:36:41,12
27/07/2018 09:36:41,9
27/07/2018 09:36:41,11
27/07/2018 09:36:41,15
27/07/2018 09:36:41,7
27/07/2018 09:36:42,5
27/07/2018 09:36:42,7
27/07/2018 09:36:42,12
27/07/2018 09:36:42,8
27/07/2018 09:36:42,13
27/07/2018 09:36:42,6
27/07/2018 09:36:43,12
27/07/2018 09:36:43,15
27/07/2018 09:36:43,17
27/07/2018 09:36:43,2
27/07/2018 09:36:43,5
27/07/2018 09:36:43,50
27/07/2018 09:36:44,8
27/07/2018 09:36:44,4
27/07/2018 09:36:45,15
27/07/2018 09:36:45,16
27/07/2018 09:36:45,13
27/07/2018 09:36:45,10
27/07/2018 09:36:45,15
27/07/2018 09:36:46,8
27/07/2018 09:36:46,30
27/07/2018 09:36:46,10
27/07/2018 09:36:47,12
27/07/2018 09:36:47,7
27/07/2018 09:36:47,10
27/07/2018 09:36:47,12
27/07/2018 09:36:47,5
27/07/2018 09:36:48,30
27/07/2018 09:36:48,8
27/07/2018 09:36:48,10
27/07/2018 09:36:48,5
27/07/2018 09:36:48,20
27/07/2018 09:36:48,10
27/07/2018 09:36:49,5.6
27/07/2018 09:36:49,10
27/07/2018 09:36:50,10
27/07/2018 09:36:50,22
27/07/2018 09:36:50,9
27/07/2018 09:36:50,12
27/07/2018 09:36:51,20
27/07/2018 09:36:51,10
27/07/2018 09:36:51,8
27/07/2018 09:36:51,9
27/07/2018 09:36:51,15
27/07/2018 09:36:51,13
27/07/2018 09:36:52,6
27/07/2018 09:36:52,2
27/07/2018 09:36:52,5
27/07/2018 09:36:52,10
27/07/2018 09:36:52,15
27/07/2018 09:36:52,20
27/07/2018 09:36:53,14
27/07/2018 09:36:53,9
27/07/2018 09:36:53,20
27/07/2018 09:36:54,15
27/07/2018 09:36:54,12
27/07/2018 09:36:54,14
27/07/2018 09:36:54,8
27/07/2018 09:36:54,12
27/07/2018 09:36:54,21/
27/07/2018 09:36:54,6
27/07/2018 09:36:54,23
27/07/2018 09:36:55,15
27/07/2018 09:36:55,12
27/07/2018 09:36:55,5
27/07/2018 09:36:55,19
27/07/2018 09:36:55,25
27/07/2018 09:36:55,8
27/07/2018 09:36:55,4
27/07/2018 09:36:56,8
27/07/2018 09:36:56,8
27/07/2018 09:36:56,5
27/07/2018 09:36:56,6
27/07/2018 09:36:56,7
27/07/2018 09:36:56,12
27/07/2018 09:36:57,30
27/07/2018 09:36:57,12
27/07/2018 09:36:57,18
27/07/2018 09:36:57,9
27/07/2018 09:36:57,10
27/07/2018 09:36:57,9
27/07/2018 09:36:57,15
27/07/2018 09:36:57,20
27/07/2018 09:36:58,20
27/07/2018 09:36:58,22
27/07/2018 09:36:58,12
27/07/2018 09:36:58,8
27/07/2018 09:36:58,6
27/07/2018 09:36:58,7
27/07/2018 09:36:58,12.3
27/07/2018 09:36:59,4
27/07/2018 09:36:59,12
27/07/2018 09:36:59,11
27/07/2018 09:36:59,7
27/07/2018 09:37:00,18
27/07/2018 09:37:00,14
27/07/2018 09:37:00,-999
27/07/2018 09:37:00,11
27/07/2018 09:37:01,18
27/07/2018 09:37:01,10
27/07/2018 09:37:01,17
27/07/2018 09:37:02,35
27/07/2018 09:37:02,15
27/07/2018 09:37:02,8
27/07/2018 09:37:02,18
27/07/2018 09:37:02,10
27/07/2018 09:37:02,12
27/07/2018 09:37:02,10
27/07/2018 09:37:03,10
27/07/2018 09:37:03,17
27/07/2018 09:37:03,9
27/07/2018 09:37:03,25
27/07/2018 09:37:03,25
27/07/2018 09:37:04,20
27/07/2018 09:37:04,14
27/07/2018 09:37:04,15
27/07/2018 09:37:04,15
27/07/2018 09:37:04,10
27/07/2018 09:37:04,9
27/07/2018 09:37:05,17
27/07/2018 09:37:05,10
27/07/2018 09:37:05,30
27/07/2018 09:37:05,21
27/07/2018 09:37:05,16
27/07/2018 09:37:05,13
27/07/2018 09:37:05,7
27/07/2018 09:37:06,15
27/07/2018 09:37:06,6
27/07/2018 09:37:06,20
27/07/2018 09:37:06,8
27/07/2018 09:37:07,9
27/07/2018 09:37:07,10
27/07/2018 09:37:07,12
27/07/2018 09:37:07,25
27/07/2018 09:37:07,8
27/07/2018 09:37:07,12
27/07/2018 09:37:07,15
27/07/2018 09:37:08,6
27/07/2018 09:37:08,31
27/07/2018 09:37:08,18
27/07/2018 09:37:08,22
27/07/2018 09:37:09,12
27/07/2018 09:37:09,9
27/07/2018 09:37:09,8
27/07/2018 09:37:09,11
27/07/2018 09:37:10,10.44
27/07/2018 09:37:10,9
27/07/2018 09:37:10,10
27/07/2018 09:37:10,8
27/07/2018 09:37:10,9
27/07/2018 09:37:10,15
27/07/2018 09:37:10,8
27/07/2018 09:37:11,6
27/07/2018 09:37:11,8
27/07/2018 09:37:11,4
27/07/2018 09:37:11,6
27/07/2018 09:37:12,8
27/07/2018 09:37:12,15
27/07/2018 09:37:12,12
27/07/2018 09:37:12,32
27/07/2018 09:37:13,10
27/07/2018 09:37:13,5
27/07/2018 09:37:13,10
27/07/2018 09:37:13,12
27/07/2018 09:37:13,23
27/07/2018 09:37:13,17
27/07/2018 09:37:14,15
27/07/2018 09:37:14,12
27/07/2018 09:37:14,5
27/07/2018 09:37:14,21
27/07/2018 09:37:15,13
27/07/2018 09:37:15,7
27/07/2018 09:37:15,6
27/07/2018 09:37:15,9
27/07/2018 09:37:15,8
27/07/2018 09:37:15,13
27/07/2018 09:37:16,7
27/07/2018 09:37:16,30
27/07/2018 09:37:17,10
27/07/2018 09:37:17,23
27/07/2018 09:37:17,6
27/07/2018 09:37:17,50
27/07/2018 09:37:17,15
27/07/2018 09:37:17,15
27/07/2018 09:37:18,5.721
27/07/2018 09:37:18,15
27/07/2018 09:37:18,6
27/07/2018 09:37:18,15
27/07/2018 09:37:18,12
27/07/2018 09:37:18,7
27/07/2018 09:37:18,7
27/07/2018 09:37:18,8
27/07/2018 09:37:18,12
27/07/2018 09:37:19,12.7
27/07/2018 09:37:20,18
27/07/2018 09:37:20,8
27/07/2018 09:37:20,30
27/07/2018 09:37:20,11
27/07/2018 09:37:20,17
27/07/2018 09:37:20,11
27/07/2018 09:37:20,7
27/07/2018 09:37:21,9.5
27/07/2018 09:37:22,12
27/07/2018 09:37:23,8
27/07/2018 09:37:23,12
27/07/2018 09:37:24,10
27/07/2018 09:37:24,15
27/07/2018 09:37:24,15
27/07/2018 09:37:24,15
27/07/2018 09:37:24,7
27/07/2018 09:37:25,8
27/07/2018 09:37:25,7.1
27/07/2018 09:37:25,8
27/07/2018 09:37:26,12
27/07/2018 09:37:26,20
27/07/2018 09:37:26,6
27/07/2018 09:37:26,15
27/07/2018 09:37:27,10
27/07/2018 09:37:27,13
27/07/2018 09:37:27,12
27/07/2018 09:37:27,2
27/07/2018 09:37:28,20
27/07/2018 09:37:28,35
27/07/2018 09:37:28,19
27/07/2018 09:37:28,25
27/07/2018 09:37:28,8
27/07/2018 09:37:29,8
27/07/2018 09:37:29,12
27/07/2018 09:37:29,6.5
27/07/2018 09:37:30,200
27/07/2018 09:37:30,21
27/07/2018 09:37:31,9
27/07/2018 09:37:31,6
27/07/2018 09:37:31,21
27/07/2018 09:37:31,7
27/07/2018 09:37:32,7
27/07/2018 09:37:32,10
27/07/2018 09:37:33,18
27/07/2018 09:37:33,11
27/07/2018 09:37:34,32
27/07/2018 09:37:35,15
27/07/2018 09:37:35,13
27/07/2018 09:37:35,11
27/07/2018 09:37:36,13
27/07/2018 09:37:36,12
27/07/2018 09:37:36,7
27/07/2018 09:37:37,11
27/07/2018 09:37:37,4.7
27/07/2018 09:37:38,10
27/07/2018 09:37:38,20
27/07/2018 09:37:39,18
27/07/2018 09:37:39,5
27/07/2018 09:37:39,15
27/07/2018 09:37:40,10
27/07/2018 09:37:41,6
27/07/2018 09:37:41,10
27/07/2018 09:37:42,189
27/07/2018 09:37:42,4
27/07/2018 09:37:43,20
27/07/2018 09:37:43,6
27/07/2018 09:37:43,9
27/07/2018 09:37:44,16
27/07/2018 09:37:44,8.2
27/07/2018 09:37:45,6
27/07/2018 09:37:46,6
27/07/2018 09:37:47,25
27/07/2018 09:37:47,18
27/07/2018 09:37:48,8
27/07/2018 09:37:48,18
27/07/2018 09:37:49,18.1
27/07/2018 09:37:49,14.5
27/07/2018 09:37:51,17
27/07/2018 09:37:51,199
27/07/2018 09:37:52,6
27/07/2018 09:37:52,15
27/07/2018 09:37:53,8
27/07/2018 09:37:53,13
27/07/2018 09:37:54,12
27/07/2018 09:37:54,7
27/07/2018 09:37:55,12
27/07/2018 09:37:57,30
27/07/2018 09:37:57,99999999999
27/07/2018 09:37:58,14.7
27/07/2018 09:37:59,20
27/07/2018 09:38:01,10
27/07/2018 09:38:03,9
27/07/2018 09:38:05,9
27/07/2018 09:38:05,9
27/07/2018 09:38:06,17
27/07/2018 09:38:07,205
27/07/2018 09:38:07,12.5
27/07/2018 09:38:07,12
27/07/2018 09:38:08,8
27/07/2018 09:38:12,15
27/07/2018 09:38:13,8
27/07/2018 09:38:16,4
27/07/2018 09:38:16,13
27/07/2018 09:38:17,9
27/07/2018 09:38:18,15
27/07/2018 09:38:19,203
27/07/2018 09:38:19,4
27/07/2018 09:38:21,12
27/07/2018 09:38:24,9
27/07/2018 09:38:25,12
27/07/2018 09:38:26,10
27/07/2018 09:38:26,8
27/07/2018 09:38:26,12
27/07/2018 09:38:27,5
27/07/2018 09:38:28,20
27/07/2018 09:38:32,10
27/07/2018 09:38:32,214
27/07/2018 09:38:36,15
27/07/2018 09:38:36,15
27/07/2018 09:38:38,22.68
27/07/2018 09:38:38,6
27/07/2018 09:38:40,15
27/07/2018 09:38:41,25
27/07/2018 09:38:41,20
27/07/2018 09:38:41,27
27/07/2018 09:38:48,10
27/07/2018 09:38:49,17
27/07/2018 09:38:53,10
27/07/2018 09:39:03,10
27/07/2018 09:39:04,18
27/07/2018 09:39:08,15
27/07/2018 09:39:10,10
27/07/2018 09:39:11,12
27/07/2018 09:39:17,16
27/07/2018 09:39:28,6
27/07/2018 09:39:38,6
27/07/2018 09:39:48,7
27/07/2018 09:39:51,10
27/07/2018 09:39:55,15
27/07/2018 09:40:03,15
27/07/2018 09:40:05,12
27/07/2018 09:40:07,6
27/07/2018 09:40:16,12
27/07/2018 09:40:23,10
27/07/2018 09:40:34,12
27/07/2018 09:40:46,15
27/07/2018 09:41:53,34
27/07/2018 09:42:03,8
27/07/2018 09:42:08,17
27/07/2018 09:42:09,12
27/07/2018 09:42:11,12
27/07/2018 09:42:19,6
27/07/2018 09:42:20,10
27/07/2018 09:42:20,17
27/07/2018 09:42:21,5
27/07/2018 09:42:22,5
27/07/2018 09:42:22,13
27/07/2018 09:42:35,25
27/07/2018 09:42:35,7
27/07/2018 09:42:35,200
27/07/2018 09:42:42,7
27/07/2018 09:42:48,9.362
27/07/2018 09:43:07,32
27/07/2018 09:43:12,4
27/07/2018 09:43:12,15
27/07/2018 09:43:18,7
27/07/2018 09:43:23,14
27/07/2018 09:43:26,3
27/07/2018 09:43:29,27
27/07/2018 09:43:31,22
27/07/2018 09:43:41,15
27/07/2018 09:43:42,8
27/07/2018 09:43:48,15
27/07/2018 09:43:53,18
27/07/2018 09:43:56,19
27/07/2018 09:43:56,1.00E-99
27/07/2018 09:43:58,14
27/07/2018 09:44:04,14
27/07/2018 09:44:13,42
27/07/2018 09:44:20,13.6kg
27/07/2018 09:44:25,8
27/07/2018 09:44:37,9
27/07/2018 09:53:15,1
